closeDay1,offerPrice,egc,highTech,age,exchange,year,industryFF12,nUnderwriters,sharesOfferedPerc,investmentReceived,amountOnProspectus,commonEquity,sp2weeksBefore,blueSky,managementFee,bookValue,totalAssets,totalRevenue,netIncome,roa,leverage,vc,pe,prominence,nVCs,nExecutives,priorFinancing,ipoSize,reputationLeadMax,reputationAvg,nPatents
28.375,22,0,1,5,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",16,28.3,37205.1,74.8,-3.564,1348.35,10000,1054000,86.04103,94.218,16.627,-37.505,-0.398066187,0.019688382,1,0,1,9,9,37205.1,74800000,8,6.9823125,0
12.625,12,0,0,38,NASDQ,1996,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2,18.94,70982.05,48,0.173,745.1,20000,680000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,0,0,0,6,11,62036,79925000,9,8.9375,0
13.0625,11,0,0,1,NASDQ,1999,Other,20,43.51,70982.05,37.4,0.52,1344.15,5000,435200,26.8301072,39.592,15.636,-14.73,-0.372044858,0.066427561,1,0,0,4,14,9000,29920000,9.001,6.7924,0
9.5,10,0,1,7,NASDQ,2011,"Business Equipment -- Computers, Software, and Electronic Equipment",5,22.9,83474.9,96.5,0.646,1261.15,5000,1050000,80.173881,127.814,53.83,-30.015,-0.23483343,0.213732455,1,0,0,5,5,83474.9,96500000,9.001,2.8004,40
14.25,15,0,1,17,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",15,36.99,5980,67.5,-2.714,1336.12,5000,990000,-7.0128696,8.414,12.9,-1.659,-0.197171381,0.255764203,1,0,0,2,11,5980,67500000,7.001,6.409,0
19,14,0,1,6,NASDQ,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",12,27.13,61820.2,42,0.989,1342.13,5000,600000,54.143224,55.783,2.172,-5.205,-0.093307997,0,1,0,1,20,9,61820.2,42000000,8.001,5.250916667,6
44.9,26,1,1,7,NYSE,2013,"Business Equipment -- Computers, Software, and Electronic Equipment",7,12.61,1144813.5,1820,-0.447,1746.38,10000,11830000,2950.030256,3366.24,664.89,-645.323,-0.191704394,0.058714174,1,0,1,19,12,1144813.5,1820000000,9.001,4.929142857,2
33.5,20,0,0,2,NASDQ,1999,Finance,28,13.46,54521,120,-0.218,1335.18,10000,1680000,278.6362442,662.31,26.56,-77.195,-0.116554182,0.539564554,1,0,1,12,11,54521,120000000,8.75,6.887392857,0
17.25,12,0,0,14,NASDQ,2010,Finance,4,26.83,139600,127.2,-2.495,1115.71,10000,1802000,185.2220244,217.616,111.772,63.575,0.292143041,0,1,0,1,26,21,139600,127200000,9.001,7.751,9
22.7,20,1,0,54,NYSE,2013,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",15,15.41,435494,725,0.062,1807.23,10000,7975000,903.7164617,10267.106,13945.657,69.356,0.006755165,0.567255271,0,1,1,8,7,435494,725000000,9.001,2.200266667,1
23.5625,21,0,0,6,NASDQ,1998,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",31,25.72,70982.05,277.2,0.062,1052.31,12000,2745600,124.876169,135.638,0,-26.62,-0.196257686,0.000169569,0,0,0,6,11,62036,79925000,9.001,6.524741935,0
24.875,22,0,0,26,NASDQ,1997,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",17,21.99,70982.05,110,0.076,913.78,10000,1240000,96.595178,197.709,473.851,30.287,0.153189789,0,0,0,0,6,11,62036,79925000,9,7.610705882,0
14.55,14,0,0,3,NYSE,2001,"Oil, Gas, and Coal Extraction and Products",12,23.81,122199.8,100.1,0.698,1252.82,10000,1358500,269.303034,402,135.917,16.179,0.040246269,0.196783582,1,0,1,6,12,122199.8,100100000,9.001,6.146666667,0
9.15,10,1,1,11,NASDQ,2014,"Healthcare, Medical Equipment, and Drugs",4,27.43,70982.05,45,-2.472,1994.65,10000,1050000,39.4687337,43.914,0,-29.864,-0.680056474,0,0,0,0,6,11,62036,79925000,8.001,6.626,4
15.9375,10,0,1,9,NASDQ,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",3,25.57,16950,30,-0.971,1432.25,10000,390000,32.2493238,37.172,22.322,0.677,0.018212633,0,1,0,0,7,10,16950,30000000,0,7.001,11
19.11,15,1,0,10,NASDQ,2014,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",6,31.22,70982.05,156.3,-2.138,1950.82,10000,2187500,103.3926924,112.462,86.764,-37.339,-0.332014369,0,0,1,0,1,2,62036,156250005,9.001,5.9175,0
25.75,22,1,1,12,NYSE,2014,"Healthcare, Medical Equipment, and Drugs",7,48.47,70982.05,107.8,0.062,1950.79,15000,1050000,47.9106925,282.818,210.694,-3.351,-0.011848609,0.392248725,0,1,0,2,10,0,107800000,9.001,6.000714286,0
16.875,15.5,0,0,8,NASDQ,1997,Other,16,82.18,70982.05,65.1,0.128,958.98,25000,924000,49.81338,142.112,186.275,24.894,0.175171696,0.339190216,0,1,0,6,11,62036,79925000,9.001,7.0475,0
36.875,13,0,1,6,NASDQ,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",3,19.16,85612,110.5,0.062,1465.16,10000,1530000,162.6210714,175.653,30.139,-28.411,-0.161745031,0.002766819,1,0,0,7,9,85612,110500000,9.001,7.667666667,3
29.125,16,0,1,2,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",19,25.72,47262,158.1,0.926,1347.66,10000,2116000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,1,0,1,5,19,47262,147200000,9,6.901631579,0
8,8,0,0,1,NYSE,1998,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",21,37.36,70982.05,39.6,0.12,1114.64,10000,520375,9.5170068,20.722,52.604,2.339,0.112875205,0.152543191,0,0,0,6,11,62036,79925000,8.001,6.605666667,0
13.125,12,0,1,2,NASDQ,2000,Telephone and Television Transmission,13,25.72,240460.1,235.8,-0.007,1449.62,5000,2895100,375.118667,683.485,13.016,-119.79,-0.175263539,0.287994616,1,0,1,15,18,240460.1,204360000,9.001,7.539461538,0
7,7,0,0,4,NASDQ,1996,"Healthcare, Medical Equipment, and Drugs",2,24.64,70982.05,11.9,0.897,694.61,30000,170000,11.29875,12.392,0,-2.925,-0.23603938,0,0,0,0,6,11,62036,79925000,5.5,4,0
29.98,18,0,0,9,NASDQ,2007,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",8,26.96,967522.2,327.6,0.598,1547.7,10000,4586400,27.4716,71.855,148.885,7.666,0.106687078,0,0,1,0,3,13,967522.2,327600000,9.001,7.000875,0
7.75,5,0,1,8,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",3,54.55,70982.05,15,0.869,1409.03,10000,210000,12.7528,15.491,20.645,2.267,0.146343038,0,0,0,0,6,11,62036,79925000,6.001,4.278333333,0
19,15,0,1,3,NASDQ,2000,"Healthcare, Medical Equipment, and Drugs",13,24.3,63907,105,-1.045,1481.96,10000,1470000,110.8640424,130.059,2.08,-32.221,-0.24774141,0.037575254,1,0,0,10,17,63907,105000000,9.001,6.539461538,0
15.5625,12,0,0,6,NASDQ,1999,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",3,11.92,70982.05,8.4,0.224,1331.06,10000,238000,12.53486,48.426,62.564,4.432,0.091521084,0.385784496,0,0,0,6,11,62036,79925000,3.001,3.334,0
13.75,12,1,0,7,NASDQ,2013,Chemicals and Allied Products,4,25.03,47174.1,57,-3.415,1689.37,20000,1050000,41.7840552,68.879,14.543,-28.489,-0.413609373,0.217366687,1,0,0,13,4,47174.1,57000000,8.001,6.876,2
8.1875,8,0,1,9,NASDQ,1998,"Business Equipment -- Computers, Software, and Electronic Equipment",14,25.72,70982.05,20,0.062,1049.34,5000,325000,21.2350128,27.761,15.225,-1.258,-0.04531537,0.04920572,0,0,0,6,11,62036,79925000,3.001,5.408142857,0
22.21,20,0,0,146,NYSE,2013,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",14,24.75,70982.05,580,0.062,1554.52,5000,6960000,1598.036285,5081.191,2461.502,89.349,0.017584263,0.492637258,0,1,0,10,15,0,580000000,9.001,4.572071429,0
13.5,13.5,0,0,18,NASDQ,1996,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",3,37.96,70982.05,39.2,0.174,710.82,20000,551000,18.1822788,98.744,286.448,4.025,0.04076197,0.583083529,0,0,0,6,11,62036,79925000,8.001,8.208666667,0
21.875,15,0,1,8,NASDQ,1998,"Business Equipment -- Computers, Software, and Electronic Equipment",4,25.72,70982.05,52.5,0.463,1110.67,10000,735000,55.6343058,67.775,62.065,7.318,0.107974917,0.014253043,0,0,0,6,11,62036,79925000,9.001,8.25075,0
13.8125,11,0,1,8,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",10,15.87,19959,33,0.062,1302.82,5000,420000,32.017105,39.092,14.443,-11.306,-0.289215185,0.017676251,1,0,0,8,12,19959,33000000,8.001,6.8755,3
14.08,13,1,1,10,NASDQ,2012,"Business Equipment -- Computers, Software, and Electronic Equipment",5,20.8,102492.3,82.3,-3.952,1398.08,5000,1050000,33.8073164,140.441,106.295,-20.36,-0.14497191,0.028567156,1,0,1,12,5,102492.3,82282473,8.501,3.3004,6
24.62,25,0,1,4,NASDQ,2007,"Business Equipment -- Computers, Software, and Electronic Equipment",18,18,4654274.1,600,0.658,1457.63,10000,1050000,1163.824262,2685.969,151.44,-727.466,-0.270839313,0.467940993,1,1,1,12,20,4654274.1,600000000,9.001,5.056277778,6
39.9375,20,0,1,7,NASDQ,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",4,6.3,70982.05,107.8,0.781,1404.09,3000,1337294,100.8250528,139.508,128.614,-86.293,-0.618552341,0.003254294,0,0,0,6,11,62036,79925000,9.001,8.751,0
13.5,13.5,0,0,73,NYSE,2010,"Business Equipment -- Computers, Software, and Electronic Equipment",10,20.97,70982.05,232.9,0.062,1221.06,10000,2910075,150.982,1356.14,655.048,-12.269,-0.009047001,0.66501025,0,1,0,6,11,62036,79925000,9.001,4.3506,0
18.3,17.75,0,0,1,NYSE,2005,Finance,7,51.26,70982.05,216.9,0.382,1199.85,10000,2688927,380.5708859,659.176,36.418,19.56,0.02967341,0.403920956,0,0,0,6,11,62036,79925000,8.001,7.286714286,0
15.5625,13.5,0,0,100,NYSE,2001,Finance,21,13.89,70982.05,270,0.062,1277.9,10000,3640000,6.9195302,7.891,0.686,-5.174,-0.65568369,0,0,1,0,1,5,62036,270000000,9.001,5.572238095,0
20.55,19,0,1,60,NASDQ,2012,"Business Equipment -- Computers, Software, and Electronic Equipment",6,13.26,120000,114,-0.863,1365.68,10000,1596000,199.456092,268.073,302.203,-1.016,-0.003790012,0,0,1,0,2,4,120000,114000000,8.001,4.500666667,0
47,14,0,1,1,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",7,11.54,399000,61.6,-0.875,1341.03,5000,836000,62.668174,99.149,70.868,3.397,0.034261566,0.001149785,1,0,0,3,8,399000,61600000,8.001,5.250571429,0
20.375,17,0,0,11,NASDQ,1998,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",17,21.36,19079,68,-0.357,1163.55,5000,960000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,1,0,0,7,20,19079,68000000,8,7.022823529,0
7.6875,7,0,1,13,NASDQ,2000,Other,16,43.18,35000,44.8,0.062,1329.78,10000,640000,74.593838,105.304,20.772,-5.511,-0.052334194,0.105399605,1,0,0,4,11,35000,44100000,8.001,6.8759375,0
5,5,0,0,6,NASDQ,2010,"Healthcare, Medical Equipment, and Drugs",4,42.45,89205.1,50,-3.711,1071.25,20000,1050000,45.453378,49.5,8.032,-23.863,-0.482080808,0,1,0,1,9,16,89205.1,50000000,0,3.2505,0
27.83,22,0,0,8,NASDQ,2017,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",11,21.16,376806,347.6,0.062,2555.24,20000,4171200,659.5904862,1583.791,1375.308,45.82,0.028930585,0.359414847,0,1,0,3,14,0,347600000,9.001,4.591454545,0
15.5625,13,0,1,5,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",12,23.1,19175,39.1,-0.605,1265.37,10000,446400,51.8379425,73.18,60.574,-0.444,-0.006067231,0.005998907,1,0,1,4,13,0,32240000,9.001,5.813166667,0
11.65,14,1,1,8,NASDQ,2018,"Healthcare, Medical Equipment, and Drugs",3,32.98,70982.05,140,-0.294,2888.92,10000,1050000,7.0748325,12.983,0,-37.073,-2.855503351,0,0,0,0,6,11,62036,79925000,8.001,5.000666667,0
22.1,18,1,1,2,NASDQ,2016,"Healthcare, Medical Equipment, and Drugs",4,22.27,100016.8,108,-0.258,2091.48,10000,1050000,209.8358883,298.969,16.479,-31.634,-0.105810301,0,1,0,1,8,5,100016.8,108000000,8.001,2.00025,0
17.95,17,0,1,32,NYSE,2009,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",6,34.23,172900,154.6,0.062,1073.19,10000,2183058,234.3514,469.257,674.495,12.666,0.026991606,0.264132448,0,1,1,6,21,172900,154633309,9.001,4.750666667,0
10.625,10,0,1,7,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",33,33.79,34245,35,-3.134,1281.91,10000,490000,35.5649595,41.051,9.538,-6.816,-0.166037368,0.035005237,1,0,1,9,16,34245,35000000,8.75,6.383090909,3
16.0625,15.5,0,0,7,NASDQ,1998,Other,2,24.25,70982.05,38.8,0.355,1174.81,5000,525000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,0,0,0,6,11,62036,79925000,5.001,4.501,0
15.125,15,0,1,7,NYSE,1997,"Business Equipment -- Computers, Software, and Electronic Equipment",20,26.52,70982.05,55,0.347,840.11,10000,770000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,0,0,0,6,11,62036,79925000,8.75,6.7919,0
8.98,9,0,0,16,NASDQ,2006,"Healthcare, Medical Equipment, and Drugs",4,26.75,95450,83.7,-2.366,1267.03,10000,1050000,68.7029918,129.277,74.005,-25.816,-0.199695228,0.064466224,0,1,0,1,16,95450,83700000,9.001,5.00075,3
11.2,5.5,0,0,1,AMEX,2004,"Oil, Gas, and Coal Extraction and Products",1,17.63,70982.05,9.2,0.982,1095.4,4200,134000,23.4517,29.034,1.223,-8.547,-0.294379004,0,0,0,0,6,11,62036,79925000,1.001,1.001,0
8.75,7.5,0,0,1,NASDQ,1997,Other,25,28.37,70982.05,22.5,0.359,798.56,10000,330000,60.291608,96.562,162.848,7.152,0.074066403,0.254478988,0,0,0,6,11,62036,79925000,8.875,7.07372,0
13.75,13,0,0,45,NYSE,2005,Other,5,30.4,418000,173.6,-2.08,1175.41,35000,2429700,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,0,1,0,3,20,418000,173550000,9.001,6.6008,0
10.45,9,1,1,19,NASDQ,2013,"Healthcare, Medical Equipment, and Drugs",3,34.16,49818.9,45,-1.013,1472.12,10000,1050000,47.7572538,71.998,52.383,-12.535,-0.174102058,0.219672769,1,0,0,8,3,31818.9,45000000,8.501,5.334,7
21,21,1,0,1,NYSE,2013,Finance,6,42.63,70982.05,287.7,0.888,1578.79,10000,3740236,597.4090358,894.202,38.02,-24.983,-0.027938877,0.300130172,0,0,0,6,11,62036,79925000,9.001,4.0005,0
10.56,10,0,0,42,NASDQ,2006,Other,1,43.2,70982.05,29,0.485,1379.78,10000,1050000,32.8329084,57.108,78.339,6.289,0.110124676,0.033077677,0,0,0,6,11,62036,79925000,5.001,5.001,0
14.5,13,0,0,22,NASDQ,1997,Finance,20,38.09,70982.05,26,0.207,968.49,5000,360000,36.7039928,108.977,41.011,2.056,0.018866366,0.59103297,0,0,0,6,11,62036,79925000,7.001,6.37355,0
13.375,12,0,1,0,NASDQ,2000,Other,18,27.51,15461,73.2,-0.793,1438.1,10000,1037000,73.675989,116.289,140.336,-15.348,-0.131981529,0.063522775,1,0,0,4,5,15461,73200000,9.001,7.001,0
11,11,0,1,1,NASDQ,2000,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",20,20.87,160500,82.5,0.932,1398.56,5000,960000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,1,0,0,7,11,160500,66000000,9.001,6.90095,0
33.0625,14,0,1,5,NASDQ,2000,Other,12,8.72,58100.4,48.5,0.537,1495.84,5000,650000,45.505812,68.543,25.389,-80.426,-1.173365624,0.031469297,1,0,1,16,14,58100.4,45500000,9.001,7.334333333,0
6.7,7,0,1,11,NASDQ,2004,"Healthcare, Medical Equipment, and Drugs",4,29.68,126675.9,35,-2.713,1097.28,10000,490000,30.6797067,40.365,4.604,-25.917,-0.642066146,0.062678063,1,0,1,15,12,126675.9,35000000,8.001,5.00075,4
14.125,14,0,0,0,NYSE,1998,Finance,18,19.34,70982.05,32.9,0.106,1115.72,10000,481750,108.9385785,781.849,99.369,11.874,0.015187076,0.328989357,0,0,0,6,11,62036,79925000,5.625,7.736777778,0
19.07,13,0,1,12,NASDQ,2011,"Business Equipment -- Computers, Software, and Electronic Equipment",6,22.51,40699.8,136.5,-0.384,1308.44,5000,1050000,62.4597224,135.362,73.022,-63.9,-0.472067493,0.02472629,1,0,1,5,18,40699.8,136500000,9.001,3.917166667,0
26.0625,14,0,1,8,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",24,16.9,722000,56,0.135,1296.7,15000,800000,60.75005,71.239,21.047,0.158,0.002217886,0,1,0,1,4,4,722000,56000000,8.75,5.587291667,0
28.875,14,0,1,4,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",5,17.55,24980,56,0.742,1351.66,5000,760000,63.2425854,71.071,7.272,-7.11,-0.100040804,0.058589298,1,0,1,8,15,24980,56000000,8.001,6.0006,0
23.3,21,0,0,70,NYSE,2013,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",8,23.52,185000,331.6,-1.962,1632.69,5000,5504210,-51.9969905,1042.251,1365.581,-79.52,-0.076296401,0.783907139,0,1,0,3,1,185000,331578954,9.001,4.875625,0
21,17,0,0,25,NYSE,1997,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",15,45.49,70982.05,56.1,0.419,933.62,10000,759000,95.5287052,132.643,105.919,2.409,0.018161531,0.045302051,0,0,0,6,11,62036,79925000,9.001,6.461733333,0
29.375,16,0,1,5,NASDQ,1996,"Business Equipment -- Computers, Software, and Electronic Equipment",3,91.46,18915,42.4,0.304,703.54,15000,609500,47.0088816,56.281,27.584,0.279,0.004957268,0.019562552,1,0,1,8,17,18915,42400000,8.875,6.569333333,0
15,16,1,1,5,NASDQ,2018,"Healthcare, Medical Equipment, and Drugs",4,22.16,176727.1,100,-1.51,2786.85,10000,1400000,101.2480326,114.088,0,-76.934,-0.674339107,0,1,0,1,10,5,171927.1,100000000,9.001,4.0005,0
9.5,9,0,1,11,NASDQ,1997,Other,16,61.8,1600,18,0.062,767.2,10000,260000,22.1240308,28.668,26.777,2.375,0.082844984,0.019987442,1,0,0,2,6,1600,18000000,8.5,6.023875,0
10.5,10.5,0,0,4,NYSE,1997,Finance,24,13.51,70982.05,47.3,0.788,757.9,10000,234000,315.3288,474.186,72.302,19.226,0.040545271,0.319640394,0,0,0,6,11,62036,79925000,8.875,6.554333333,0
16.81,15.5,1,0,30,NYSE,2012,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",5,28.99,70982.05,124,0.455,1376.92,10000,1736000,60.424,140.819,400.624,34.34,0.243859138,0.032935896,0,0,0,6,11,62036,79925000,9.001,6.1008,0
12.23,12,0,1,6,NASDQ,2004,"Healthcare, Medical Equipment, and Drugs",6,19.87,118047,54,-3.166,1126.21,15000,756000,45.9485418,47.772,0,-15.534,-0.325169555,0,1,0,0,10,10,118047,54000000,8.001,6.667666667,2
14.625,12,0,0,17,NASDQ,1997,Other,21,28.27,70982.05,66.6,0.153,811.82,10000,943500,119.4052704,287.209,145.352,0.298,0.001037572,0.381419106,0,0,0,6,11,62036,79925000,8.75,7.220666667,0
9.40625,11,0,1,3,NASDQ,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",35,25.72,70982.05,1913,0.062,1469.44,20000,11638251,3765.878242,4899.325,1136.678,-947.474,-0.193388681,0.017986151,0,0,0,6,11,62036,79925000,9.001,6.886628571,0
27.0625,13,0,1,6,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",13,31.2,70982.05,45.5,0.255,1239.4,10000,630000,80.5353783,90.235,19.726,2.736,0.030320829,0,0,0,0,6,11,62036,79925000,7.001,5.452384615,0
10.375,9.5,0,0,11,NASDQ,1997,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",31,25.72,70982.05,19,0.611,755.82,25000,270000,34.9998564,53.389,64.198,4.71,0.08822042,0.179138025,0,0,0,6,11,62036,79925000,8,6.573,8
80.125,24,0,1,4,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",13,13.37,107548,86.3,0.908,1246.64,10000,1122306,283.8494232,312.748,44.561,-93.001,-0.297367209,0,1,0,1,15,39,107548,79221600,9,7.490923077,0
5.35,6,0,0,12,AMEX,2002,Finance,2,20,70982.05,6,0.134,1138.49,15000,84000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,0,0,0,6,11,62036,79925000,7.001,3.5005,0
11.1,11,0,0,44,NYSE,2010,Other,13,57.52,70982.05,806.3,-0.747,1206.06,10000,8063000,-83.2788914,2567.895,2929.723,-125.413,-0.048838835,0.757663378,0,0,0,6,11,62036,79925000,9.001,5.77,1
15.5625,12,0,1,0,NASDQ,2000,"Business Equipment -- Computers, Software, and Electronic Equipment",20,15.18,17015,48,0.062,1383.05,10000,680000,5.712912,6.069,1.277,-1.535,-0.252924699,0,1,0,0,3,19,0,37440000,9.001,6.95095,0
24.25,19,0,0,22,NASDQ,2001,Other,11,25.72,70982.05,94,-0.98,1078.3,5000,1241730,-1.531412,44.009,63.727,-0.622,-0.014133473,0,0,0,0,6,11,62036,79925000,9.001,6.546272727,0
31.5625,17,0,1,4,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",14,14.91,89994,83.6,0.267,1394.42,5000,1068000,86.0785325,154.725,73.667,-1.0535,-0.005948719,0.070790097,1,0,1,6,9,89994,75650000,9,7.000428571,0
22.625,13,0,1,5,NASDQ,1999,"Business Equipment -- Computers, Software, and Electronic Equipment",17,18.81,23900,42.4,0.262,1360.04,10000,504360,-11.3781408,15.957,7.694,-3.754,-0.235257254,0.090869211,1,0,1,7,5,23900,36426000,9.001,6.214,4
18,16,1,1,7,NYSE,2015,"Business Equipment -- Computers, Software, and Electronic Equipment",6,16.18,84670,70.4,-1.763,2089.41,10000,985600,45.618828,121.06,73.193,-52.978,-0.43761771,0,1,0,1,7,12,84670,70400000,9.001,7.584333333,0
5.02,5,1,1,10,NASDQ,2016,Other,2,31.94,37200,18.5,-24.338,2063.37,10000,1050000,9.297057,16.448,0,-20.137,-1.224282588,0.346729086,1,0,1,5,12,35900,18500000,5.001,2.5005,2
10.71,11,0,1,2,NASDQ,2005,"Healthcare, Medical Equipment, and Drugs",4,27.74,97282.2,55,0.969,1249.48,19000,1050000,93.455055,106.256,0,-38.487,-0.362210134,0,1,0,0,9,11,97282.2,55000000,9.001,8.251,0
13.5,13,1,1,8,NASDQ,2015,"Healthcare, Medical Equipment, and Drugs",5,48.88,34831,65,-5.884,1992.67,10000,1050000,15.5887876,54.104,10.713,-47.344,-0.875055449,0.547168416,1,0,0,2,14,34831,65000000,7.001,5.4008,5
21.03,17,0,0,15,NASDQ,2003,Other,4,36.49,71548,127.5,-0.528,1046.94,10000,1800000,123.9863415,163.142,165.594,26.675,0.163507864,0,0,1,1,4,11,71548,127500000,8.001,7.251,0
20.05,18,0,0,31,NYSE,2006,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",7,34.16,477500,423.5,0.062,1305.04,10000,1050000,521.0858278,1623.971,1794.753,64.167,0.039512405,0.516049856,0,1,1,4,11,477500,423529398,9.001,5.715,0
16.95,16.5,0,0,73,NASDQ,2002,Finance,14,30.52,70982.05,45.8,0.026,847.91,10000,641025,86.0785325,2535.461,167.484,-1.0535,-0.005948719,0.146269258,0,0,0,6,11,62036,79925000,7.001,5.929571429,0
9.2,10,1,1,2,NASDQ,2016,"Healthcare, Medical Equipment, and Drugs",6,25.72,2800,30,-2.381,2175.03,10000,1050000,20.632239,24.754,0,-14.586,-0.589238103,0,0,1,0,3,5,2800,30000000,8.001,4.500666667,0
13.3,14,0,0,18,NASDQ,2003,Other,9,88.62,70982.05,271.6,-1.123,1047.11,10000,3201000,-48.38132,127.97,456.77,35.067,0.274025162,1.109635071,0,0,0,6,11,62036,79925000,9.001,7.889888889,0
27.8,17,0,1,14,NYSE,2011,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",6,18.26,70982.05,121.4,-0.947,1317.72,25000,1714285,-55.057968,64.126,124.701,12.003,0.187178368,0.218195428,0,1,0,1,3,62036,121428586,9.001,6.584166667,0
8,8,0,1,13,NASDQ,1996,"Business Equipment -- Computers, Software, and Electronic Equipment",3,28.43,14500.1,14.8,1.02,700.66,10000,203500,25.0907969,28.41,14.071,2.885,0.10154875,0,1,0,1,5,8,14500.1,14800000,0,4.000333333,0
24.85,16,0,0,28,NASDQ,2010,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",5,27.16,70982.05,176,0.501,1159.97,10000,1050000,77.8922298,153.752,288.94,43.219,0.28109553,0.196003954,0,0,0,6,11,62036,79925000,7.001,5.4008,0
15.3,12,0,1,9,NASDQ,2004,"Business Equipment -- Computers, Software, and Electronic Equipment",4,24.18,82007.9,132,-2.172,1140.53,10000,1760000,211.8085695,228.483,117.368,30.723,0.134465146,0.070790097,1,0,0,18,6,82007.9,132000000,9.001,11.00125,58
11.85,12,0,0,75,NASDQ,2002,"Manufacturing -- Machinery, Trucks, Planes, Off Furn, Paper, Com Printing",11,87.42,70982.05,126,0.456,885.76,10000,1764000,246.122469,749.965,704.328,-35.388,-0.047186202,0.502712793,0,0,0,6,11,62036,79925000,9.001,4.546090909,0
23,21,0,0,14,NYSE,1997,Finance,30,25.72,70982.05,294,0.062,927.51,15000,3016000,1668.027413,2506.255,56.062,18.228,0.007273003,0.273576312,0,0,0,6,11,62036,79925000,9.001,6.675533333,0
13.75,12.5,0,1,11,NYSE,2009,"Business Equipment -- Computers, Software, and Electronic Equipment",6,18.88,157337,151.5,-0.946,903.8,25000,1050000,89.0661286,181.47,116.446,29.509,0.1626109,0.243048438,1,0,1,8,18,171837,151453488,9.001,6.1675,0
19.5,19,0,0,100,NYSE,2004,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",26,35.31,1617000,1008.2,0.062,1118.33,5000,8887755,680.5370088,6877.965,1602.121,-50.776,-0.007382416,0.832714618,0,1,1,4,10,1617000,1008163256,9.001,6.693192308,0
15.45,11,0,1,3,NASDQ,2001,"Business Equipment -- Computers, Software, and Electronic Equipment",6,21.05,70982.05,55,0.847,1128.52,10000,750000,5.162535,18.849,21.943,2.091,0.110934267,0,0,0,0,6,11,62036,79925000,6.001,6.667666667,0
30,16,1,1,16,NYSE,2014,Other,4,14.05,136355.9,168,-1.853,1839.78,10000,2352000,-72.872136,69.606,50.845,-27.3,-0.392207568,0,1,0,0,6,5,136355.9,168000000,9.001,6.25075,11
